"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",-1.11111111111111,-4.35185185185185,1.57407407407407,0.983333333333333,-5.09259259259259,2.22222222222222
"2","geo-uni",-6.38888888888889,-10.2777777777778,-3.51851851851852,0.983333333333333,-11.0185185185185,-2.96296296296296
"3","uni-icon",5.27777777777778,3.24074074074074,7.31481481481481,0.983333333333333,2.87037037037037,7.77777777777778
